TIME,GEO,UNIT,PRODUCT,INDIC_NRG,Value
2008,Belgium,Terajoule,Solar thermal,Gross inland consumption,245
2008,Belgium,Terajoule,Solar photovoltaic,Gross inland consumption,149
2008,Bulgaria,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Bulgaria,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Bulgaria,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Bulgaria,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Bulgaria,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Bulgaria,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,1062.2
2008,Bulgaria,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,242.8
2008,Bulgaria,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,10.5
2008,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0
2008,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Bulgaria,Terajoule,Renewable energies,Gross inland consumption,44471.9
2008,Bulgaria,Terajoule,Hydro power,Gross inland consumption,10166.4
2008,Bulgaria,Terajoule,Wind power,Gross inland consumption,439.2
2008,Bulgaria,Terajoule,Solar thermal,Gross inland consumption,0
2008,Bulgaria,Terajoule,Solar photovoltaic,Gross inland consumption,0.6
2008,Czechia,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Czechia,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Czechia,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Czechia,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Czechia,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Czechia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,2518.4
2008,Czechia,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,174
2008,Czechia,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,21.1
2008,Czechia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,4.9
2008,Czechia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,1.1
2008,Czechia,Terajoule,Renewable energies,Gross inland consumption,105439.6
2008,Czechia,Terajoule,Hydro power,Gross inland consumption,7286.4
2008,Czechia,Terajoule,Wind power,Gross inland consumption,882
2008,Czechia,Terajoule,Solar thermal,Gross inland consumption,204
2008,Czechia,Terajoule,Solar photovoltaic,Gross inland consumption,46.6
2008,Denmark,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Denmark,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Denmark,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Denmark,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Denmark,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Denmark,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,3247.9
2008,Denmark,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,2.2
2008,Denmark,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,595.7
2008,Denmark,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,12.4
2008,Denmark,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0.2
2008,Denmark,Terajoule,Renewable energies,Gross inland consumption,135981
2008,Denmark,Terajoule,Hydro power,Gross inland consumption,93.6
2008,Denmark,Terajoule,Wind power,Gross inland consumption,24940.8
2008,Denmark,Terajoule,Solar thermal,Gross inland consumption,519
2008,Denmark,Terajoule,Solar photovoltaic,Gross inland consumption,9.4
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes,Wind power,Gross inland consumption,:
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,23352.1
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,1757.8
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,3488.7
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,386.1
2008,Germany (until 1990 former territory of the FRG),Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,380
2008,Germany (until 1990 former territory of the FRG),Terajoule,Renewable energies,Gross inland consumption,977706.3
2008,Germany (until 1990 former territory of the FRG),Terajoule,Hydro power,Gross inland consumption,73594.8
2008,Germany (until 1990 former territory of the FRG),Terajoule,Wind power,Gross inland consumption,146066.4
2008,Germany (until 1990 former territory of the FRG),Terajoule,Solar thermal,Gross inland consumption,16164
2008,Germany (until 1990 former territory of the FRG),Terajoule,Solar photovoltaic,Gross inland consumption,15911.3
2008,Estonia,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Estonia,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Estonia,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Estonia,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Estonia,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Estonia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,646.1
2008,Estonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,2.4
2008,Estonia,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,11.4
2008,Estonia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0
2008,Estonia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Estonia,Terajoule,Renewable energies,Gross inland consumption,27052.6
2008,Estonia,Terajoule,Hydro power,Gross inland consumption,100.8
2008,Estonia,Terajoule,Wind power,Gross inland consumption,478.8
2008,Estonia,Terajoule,Solar thermal,Gross inland consumption,0
2008,Estonia,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Ireland,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Ireland,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Ireland,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Ireland,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Ireland,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Ireland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,575
2008,Ireland,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,83.3
2008,Ireland,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,207.2
2008,Ireland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,3.2
2008,Ireland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Ireland,Terajoule,Renewable energies,Gross inland consumption,24074.3
2008,Ireland,Terajoule,Hydro power,Gross inland consumption,3488.4
2008,Ireland,Terajoule,Wind power,Gross inland consumption,8676
2008,Ireland,Terajoule,Solar thermal,Gross inland consumption,136
2008,Ireland,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Greece,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Greece,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Greece,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Greece,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Greece,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Greece,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,1709.5
2008,Greece,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,284.8
2008,Greece,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,192.8
2008,Greece,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,173.1
2008,Greece,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0.5
2008,Greece,Terajoule,Renewable energies,Gross inland consumption,71573.8
2008,Greece,Terajoule,Hydro power,Gross inland consumption,11923.2
2008,Greece,Terajoule,Wind power,Gross inland consumption,8071.2
2008,Greece,Terajoule,Solar thermal,Gross inland consumption,7247
2008,Greece,Terajoule,Solar photovoltaic,Gross inland consumption,18.8
2008,Spain,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Spain,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Spain,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Spain,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Spain,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Spain,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,10552.3
2008,Spain,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,2008.9
2008,Spain,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,2832.8
2008,Spain,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,128.5
2008,Spain,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,220.3
2008,Spain,Terajoule,Renewable energies,Gross inland consumption,441803.8
2008,Spain,Terajoule,Hydro power,Gross inland consumption,84110.4
2008,Spain,Terajoule,Wind power,Gross inland consumption,118605.6
2008,Spain,Terajoule,Solar thermal,Gross inland consumption,5382
2008,Spain,Terajoule,Solar photovoltaic,Gross inland consumption,9222.1
2008,France,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,France,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,France,Thousand tonnes,Wind power,Gross inland consumption,:
2008,France,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,France,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,France,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,18915.8
2008,France,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,5473.3
2008,France,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,489.6
2008,France,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,49.9
2008,France,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,3.6
2008,France,Terajoule,Renewable energies,Gross inland consumption,791966.7
2008,France,Terajoule,Hydro power,Gross inland consumption,229154.4
2008,France,Terajoule,Wind power,Gross inland consumption,20498.4
2008,France,Terajoule,Solar thermal,Gross inland consumption,2091
2008,France,Terajoule,Solar photovoltaic,Gross inland consumption,150.1
2008,Croatia,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Croatia,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Croatia,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Croatia,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Croatia,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Croatia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,1631.2
2008,Croatia,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,497.1
2008,Croatia,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,3.4
2008,Croatia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,4
2008,Croatia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Croatia,Terajoule,Renewable energies,Gross inland consumption,68294.2
2008,Croatia,Terajoule,Hydro power,Gross inland consumption,20811.6
2008,Croatia,Terajoule,Wind power,Gross inland consumption,144
2008,Croatia,Terajoule,Solar thermal,Gross inland consumption,166
2008,Croatia,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Italy,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Italy,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Italy,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Italy,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Italy,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Italy,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,19706.9
2008,Italy,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,3578.9
2008,Italy,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,418
2008,Italy,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,66.9
2008,Italy,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,16.6
2008,Italy,Terajoule,Renewable energies,Gross inland consumption,825088.2
2008,Italy,Terajoule,Hydro power,Gross inland consumption,149842.8
2008,Italy,Terajoule,Wind power,Gross inland consumption,17499.6
2008,Italy,Terajoule,Solar thermal,Gross inland consumption,2800
2008,Italy,Terajoule,Solar photovoltaic,Gross inland consumption,694.7
2008,Cyprus,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Cyprus,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Cyprus,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Cyprus,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Cyprus,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Cyprus,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,94.7
2008,Cyprus,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,0
2008,Cyprus,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,0
2008,Cyprus,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,56.1
2008,Cyprus,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0.2
2008,Cyprus,Terajoule,Renewable energies,Gross inland consumption,3966.7
2008,Cyprus,Terajoule,Hydro power,Gross inland consumption,0
2008,Cyprus,Terajoule,Wind power,Gross inland consumption,0
2008,Cyprus,Terajoule,Solar thermal,Gross inland consumption,2347
2008,Cyprus,Terajoule,Solar photovoltaic,Gross inland consumption,9.2
2008,Latvia,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Latvia,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Latvia,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Latvia,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Latvia,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Latvia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,1377.6
2008,Latvia,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,267.3
2008,Latvia,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,5.1
2008,Latvia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0
2008,Latvia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Latvia,Terajoule,Renewable energies,Gross inland consumption,57678.6
2008,Latvia,Terajoule,Hydro power,Gross inland consumption,11192.4
2008,Latvia,Terajoule,Wind power,Gross inland consumption,212.4
2008,Latvia,Terajoule,Solar thermal,Gross inland consumption,0
2008,Latvia,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Lithuania,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Lithuania,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Lithuania,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Lithuania,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Lithuania,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Lithuania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,1021
2008,Lithuania,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,34.6
2008,Lithuania,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,11.3
2008,Lithuania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0
2008,Lithuania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Lithuania,Terajoule,Renewable energies,Gross inland consumption,42745.6
2008,Lithuania,Terajoule,Hydro power,Gross inland consumption,1447.2
2008,Lithuania,Terajoule,Wind power,Gross inland consumption,471.6
2008,Lithuania,Terajoule,Solar thermal,Gross inland consumption,0
2008,Lithuania,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Luxembourg,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Luxembourg,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Luxembourg,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Luxembourg,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Luxembourg,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Luxembourg,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,132.9
2008,Luxembourg,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,11.3
2008,Luxembourg,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,5.2
2008,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0.5
2008,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,1.7
2008,Luxembourg,Terajoule,Renewable energies,Gross inland consumption,5565.4
2008,Luxembourg,Terajoule,Hydro power,Gross inland consumption,475.2
2008,Luxembourg,Terajoule,Wind power,Gross inland consumption,219.6
2008,Luxembourg,Terajoule,Solar thermal,Gross inland consumption,22
2008,Luxembourg,Terajoule,Solar photovoltaic,Gross inland consumption,72.1
2008,Hungary,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Hungary,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Hungary,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Hungary,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Hungary,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Hungary,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,1988.6
2008,Hungary,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,18.3
2008,Hungary,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,17.6
2008,Hungary,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,3.8
2008,Hungary,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Hungary,Terajoule,Renewable energies,Gross inland consumption,83257.6
2008,Hungary,Terajoule,Hydro power,Gross inland consumption,766.8
2008,Hungary,Terajoule,Wind power,Gross inland consumption,738
2008,Hungary,Terajoule,Solar thermal,Gross inland consumption,159
2008,Hungary,Terajoule,Solar photovoltaic,Gross inland consumption,2
2008,Malta,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Malta,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Malta,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Malta,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Malta,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Malta,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,0.9
2008,Malta,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,0
2008,Malta,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,0
2008,Malta,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0.9
2008,Malta,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Malta,Terajoule,Renewable energies,Gross inland consumption,38
2008,Malta,Terajoule,Hydro power,Gross inland consumption,0
2008,Malta,Terajoule,Wind power,Gross inland consumption,0
2008,Malta,Terajoule,Solar thermal,Gross inland consumption,38
2008,Malta,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Netherlands,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Netherlands,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Netherlands,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Netherlands,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Netherlands,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Netherlands,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,3008.3
2008,Netherlands,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,8.8
2008,Netherlands,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,366.3
2008,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,20.2
2008,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,3.4
2008,Netherlands,Terajoule,Renewable energies,Gross inland consumption,125951.7
2008,Netherlands,Terajoule,Hydro power,Gross inland consumption,367.2
2008,Netherlands,Terajoule,Wind power,Gross inland consumption,15336
2008,Netherlands,Terajoule,Solar thermal,Gross inland consumption,846
2008,Netherlands,Terajoule,Solar photovoltaic,Gross inland consumption,142.6
2008,Austria,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Austria,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Austria,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Austria,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Austria,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Austria,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,8213.4
2008,Austria,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,3295.8
2008,Austria,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,172.9
2008,Austria,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,114.4
2008,Austria,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,2.6
2008,Austria,Terajoule,Renewable energies,Gross inland consumption,343880.1
2008,Austria,Terajoule,Hydro power,Gross inland consumption,137988
2008,Austria,Terajoule,Wind power,Gross inland consumption,7239.6
2008,Austria,Terajoule,Solar thermal,Gross inland consumption,4789
2008,Austria,Terajoule,Solar photovoltaic,Gross inland consumption,108.4
2008,Poland,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Poland,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Poland,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Poland,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Poland,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Poland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,5559.9
2008,Poland,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,185
2008,Poland,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,72
2008,Poland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,1.3
2008,Poland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Poland,Terajoule,Renewable energies,Gross inland consumption,232780.6
2008,Poland,Terajoule,Hydro power,Gross inland consumption,7747.2
2008,Poland,Terajoule,Wind power,Gross inland consumption,3013.2
2008,Poland,Terajoule,Solar thermal,Gross inland consumption,54
2008,Poland,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Portugal,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Portugal,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Portugal,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Portugal,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Portugal,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Portugal,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,4329.4
2008,Portugal,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,584.6
2008,Portugal,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,495
2008,Portugal,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,30.2
2008,Portugal,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,3.5
2008,Portugal,Terajoule,Renewable energies,Gross inland consumption,181263.9
2008,Portugal,Terajoule,Hydro power,Gross inland consumption,24476.4
2008,Portugal,Terajoule,Wind power,Gross inland consumption,20725.2
2008,Portugal,Terajoule,Solar thermal,Gross inland consumption,1266
2008,Portugal,Terajoule,Solar photovoltaic,Gross inland consumption,145.9
2008,Romania,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Romania,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Romania,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Romania,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Romania,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Romania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,5343.3
2008,Romania,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,1478.5
2008,Romania,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,0.4
2008,Romania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0
2008,Romania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0
2008,Romania,Terajoule,Renewable energies,Gross inland consumption,223713.5
2008,Romania,Terajoule,Hydro power,Gross inland consumption,61902
2008,Romania,Terajoule,Wind power,Gross inland consumption,18
2008,Romania,Terajoule,Solar thermal,Gross inland consumption,1
2008,Romania,Terajoule,Solar photovoltaic,Gross inland consumption,0
2008,Slovenia,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Slovenia,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Slovenia,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Slovenia,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Slovenia,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Slovenia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,837.9
2008,Slovenia,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,345.5
2008,Slovenia,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,0
2008,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Gross inland consumption,0
2008,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Gross inland consumption,0.1
2008,Slovenia,Terajoule,Renewable energies,Gross inland consumption,35083
2008,Slovenia,Terajoule,Hydro power,Gross inland consumption,14464.8
2008,Slovenia,Terajoule,Wind power,Gross inland consumption,0
2008,Slovenia,Terajoule,Solar thermal,Gross inland consumption,0
2008,Slovenia,Terajoule,Solar photovoltaic,Gross inland consumption,2.7
2008,Slovakia,Thousand tonnes,Renewable energies,Gross inland consumption,:
2008,Slovakia,Thousand tonnes,Hydro power,Gross inland consumption,:
2008,Slovakia,Thousand tonnes,Wind power,Gross inland consumption,:
2008,Slovakia,Thousand tonnes,Solar thermal,Gross inland consumption,:
2008,Slovakia,Thousand tonnes,Solar photovoltaic,Gross inland consumption,:
2008,Slovakia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Gross inland consumption,938.1
2008,Slovakia,Thousand tonnes of oil equivalent (TOE),Hydro power,Gross inland consumption,347.3
2008,Slovakia,Thousand tonnes of oil equivalent (TOE),Wind power,Gross inland consumption,0.6
